1.00000000001001e+93,M,1.01100001e+93,1.0000011e+99,1.1000010100000101e+98,1.101001000000001e+95,1e+97,1.10000101e+95,1.10001001000111e+97,1.0100011e+90,1.00000001010011e+97,1.1100011100001e+91,1.000001e+98,1e+91,1.00000000100001e+90,1e+99,1.0000010010000001e+98,1.0000101000011e+98,1.0001000100001001e+95,1.0001010100110001e+96,1.000000001000001e+97,1.00000001e+98,1.00000100101e+96,1.0000010000001001e+98,1.0011001e+97,1.0111e+99,1.000001000000001e+97,1.00000011100011e+95,1.0000001e+97,1.000001100010001e+99,1.000011011e+91,1.001100001000011e+97
1.10000000000101e+99,M,1.100010000000001e+96,1.000001e+98,1.0100000011e+92,1.0000001010001e+94,1.10000011000001e+99,1.0001000100001e+87,1.0000110000000011e+98,1.000001000001e+94,1.01001e+90,1.011100010000001e+98,1.100010010001e+98,1.01101101001e+97,1.0000110000000001e+96,1.1000010000001001e+97,1.000010000100001e+99,1.001000000000001e+98,1.000010101e+96,1.00000001001111e+98,1.0000010001000001e+95,1.01000000001011e+97,1.0000001e+93,1.0000010101e+96,1.0000110100000002e+97,1.011100000000011e+99,1.00010000101e+98,1.0001000100001e+98,1.000100001e+96,1.000110000100001e+99,1.11001001000001e+98,1.0010100011e+97
1.000110100000001e+95,M,1.00000001010001e+98,1.0011e+89,1.0010110011011e+96,1.0100100010010001e+97,1.0100101000011e+94,1.000001110001e+96,1.000001000000001e+95,1.0101011000001e+99,1.000000000011011e+99,1.000010000000001e+99,1.0001100000101e+99,1.01100000000001e+99,1.000100101001101e+97,1.000001010000011e+99,1.001110001e+97,1.000010001e+91,1.000000000000001e+96,1.00000100001e+96,1.000101001001e+95,1.0100100000000001e+99,1.110001100001e+96,1.00001000001e+89,1.000000000000101e+93,1.0001001011110001e+98,1.000100010100001e+98,1.10000100000101e+90,1.00011111001011e+98,1.001010100101e+96,1.000000000010001e+85,1.1010100000001e+90
1.000000001001e+94,M,1.11010000000001e+98,1.01000011e+99,1.100100000011e+99,1.0000011e+96,1.0110000010001001e+96,1.010100001000001e+96,1.000010000101e+96,1.00000001101e+88,1.10000110010101e+87,1.00000000001001e+99,1.10010000000001e+97,1.0000000000001e+98,1.00000000100001e+98,1.11010100001e+90,1.001000101000001e+95,1.000001100000001e+97,1.0000010001e+85,1.001e+97,1.0100010100000001e+90,1.0010001001000002e+94,1.000000000000001e+95,1.000010000011111e+96,1.1001000011001e+98,1.11000011e+91,1.00011001001e+86,1.0000010001e+89,1.0010000011e+96,1e+97,1.011000001101001e+99,1.0000010000000001e+99
1.100110010001e+98,M,1.010000000011e+99,1.110000000000011e+99,1.1000110001e+90,1.010010001000001e+95,1.0101001e+89,1.00000101e+89,1.0110000001101001e+95,1.100010100011e+99,1.000000101e+99,1.000001e+92,1.00011e+97,1.100001000000001e+98,1.00000000000011e+94,1.01000010010101e+87,1.01000001010001e+98,1.1000000000001e+91,1.000011001e+94,1.101000010001e+97,1.1000000000000011e+98,1.010000110011e+97,1.0100100100001e+98,1.0100000000000001e+97,1.000100000011001e+78,1.10100000000001e+91,1.0110000000100001e+96,1.000100010000011e+97,1.001000100011e+96,1.00000000110011e+94,1.101011000000001e+99,1.000101e+98
1.00000000001e+98,M,1.0000000000000001e+98,1.0001000000010101e+96,1.0000010001000101e+94,1.10000001e+98,1.0010010000010101e+98,1.0000000100000111e+96,1.0010101000001e+99,1.0000100101101e+95,1.01101100001001e+98,1.0000000011001e+95,1.000000000001e+99,1.100010001001e+96,1.001001001e+93,1.1000000000000001e+99,1.000010000010001e+92,1.00100001e+96,1.00010010010001e+98,1.00100000011101e+97,1.100100010000001e+96,1.1010000000011e+98,1.0001001e+97,1.1100011e+96,1.1e+98,1.00001e+96,1.0010100110010001e+98,1.0001100001e+93,1.01010001100101e+96,1.000000000101e+92,1.110000011101e+87,1.010000000000001e+92
1.1e+95,M,1e+97,1.001000010001101e+64,1.010000011e+95,1.0000000111e+94,1.00111e+95,1.000000000000001e+98,1.00011010001001e+94,1.000100000100001e+97,1.001100001100001e+86,1.001000000000001e+96,1.0011000000001011e+98,1.111011000000001e+99,1.101001000000011e+99,1.0000000100100101e+95,1.0010011000101e+92,1.00000101101e+98,1.0000011000001e+81,1e+96,1.100000000101e+98,1.0010000100001e+98,1.10000000000001e+95,1.1e+99,1.101101e+94,1.000000000000001e+98,1.000001000001e+96,1.0000010011001112e+97,1e+88,1.0000000110010001e+83,1.0000001000011e+87,1.00100001000101e+94
1.100010011100111e+95,M,1.00101e+99,1.11000000011e+97,1.0010000000010001e+96,1.100001000010001e+99,1.00000001000111e+96,1.00001e+98,1.000001e+85,1.0110000001e+91,1.0000000100001e+98,1.00000000000001e+99,1.110000001000101e+96,1.0000000010001e+95,1.000011001000101e+93,1.001000000000001e+96,1.011000000010001e+99,1e+99,1.00010010011011e+96,1.00000000011e+99,1.11e+99,1.0001000000001001e+92,1.000001000000001e+97,1.000000101001001e+94,1.1000000110001e+99,1.000000000001e+98,1.100000010000001e+86,1.001000110010001e+98,1.0010000111011e+94,1.0000000010101011e+89,1.011e+98,1.0000000000011e+97
1.0000000000001002e+98,M,1.0000001e+99,1.00010011101e+96,1e+89,1.110100000101001e+97,1.010010000000001e+91,1e+97,1.00010000000011e+95,1.0000000000011e+90,1.0000000001e+92,1.1001000001101e+99,1.00000000001e+95,1.0000001000000111e+96,1.000110110000011e+88,1.00000100111e+96,1.10100010000001e+99,1.011e+98,1.000100010001001e+98,1.000001000110101e+99,1.00000000001e+99,1.10100100011001e+99,1.0000001001e+77,1.1001e+99,1.00100010001101e+94,1.00000010100011e+96,1.0110001e+97,1.00100001001e+94,1.01101e+95,1.010000001e+99,1.1000010100111e+95,1.0101e+94
1.000000000100001e+95,M,1.101000001011e+98,1.00001001e+97,1.000010100010011e+99,1.0001000000001102e+96,1.100000001001e+94,1.00001001010001e+95,1.000000000011e+96,1.100000001101001e+98,1.00101000001e+96,1.10000100001e+98,1.0000001000011e+98,1.00010010100001e+84,1.0000000100000011e+99,1.000010000000001e+95,1.000000001e+98,1.0000000101e+98,1.1010010001e+98,1.0011000000000001e+96,1.0000000010001e+96,1.0000010011000001e+99,1.000110000110101e+98,1.00101e+96,1.10000011e+96,1.000010001e+99,1.001001000000001e+99,1.00000010000111e+98,1.10000000001e+92,1.10001e+97,1.0000010010100001e+89,1.1100000000001001e+98
